REF_ID,PRED_ID,DATA_AGGR_CODE,PRED_SCI_NAME,TOT_PRED_STOM_EXAM,TOT_W_FD,PCT_W_FD,TOT_WO_FD,PCT_WO_FD,PRED_DEN,SEX,SEX_RATIO,LIFE_HIST_STAGE,LEN_TYPE,MIN_LEN,MAX_LEN,MN_LEN,MIN_AGE,MAX_AGE,MN_AGE,MIN_WT,MAX_WT,MN_WT,TOT_WT,BIOMASS_DEN,STOM_PCT_FULL,STOM_COND_INDEX,TOT_FD_BIOMASS,TOT_FD_VOL,TOT_FD_CAT,TOT_FD_ CAT_W_CNT_DATA,TOT_FD_ITEMS_IN_CAT_W_CNT_DATA,PREDATOR_NOTES,POP _TOT_PRED,POP_PRED_DEN,POP_SEX_RATIO,POP_LIFE_HIST_STAGE,POP_LEN_TYPE,POP_MIN_LEN,POP_MAX_LEN,POP_MN_LEN,POP_MIN_AGE,POP_MAX_AGE,POP_MN_AGE,POP_MIN_WT,POP_MAX_WT,POP_MN_WT,POP_TOT_WT,POP_BIOMASS_DEN
33f,Saur.5,RAW,Sardinella aurita,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.064749,9,8,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Saur.6,RAW,Sardinella aurita,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.002663,6,6,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Saur.7,RAW,Sardinella aurita,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.008368,18,17,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Saur.8,RAW,Sardinella aurita,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.064449,22,21,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Saur.9,RAW,Sardinella aurita,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.012566,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Saur.10,RAW,Sardinella aurita,1,1,1,0,0,NA,F,NA,NA,FL,NA,NA,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.196723,8,7,654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Saur.11,RAW,Sardinella aurita,1,1,1,0,0,NA,F,NA,NA,FL,NA,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.081580,8,7,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Saur.12,RAW,Sardinella aurita,1,1,1,0,0,NA,M,NA,NA,FL,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.139677,19,19,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Saur.13,RAW,Sardinella aurita,1,1,1,0,0,NA,F,NA,NA,FL,NA,NA,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.145496,9,9,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Saur.14,RAW,Sardinella aurita,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.056504,16,15,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Saur.15,RAW,Sardinella aurita,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.031849,16,15,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Saur.16,RAW,Sardinella aurita,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.081678,13,11,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Saur.17,RAW,Sardinella aurita,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.053866,10,9,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Saur.18,RAW,Sardinella aurita,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.015824,5,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.1,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5.7,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.2,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.07854,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.3,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.6,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.4,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.5,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.6,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.11419,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.7,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1.070601,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.8,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.199262,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.9,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.200734,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.10,RAW,Scomberomorus cavalla,1,0,0,1,1,NA,NA,NA,NA,SL,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.11,RAW,Scomberomorus cavalla,1,0,0,1,1,NA,NA,NA,NA,SL,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.12,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.663549,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.13,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.664607,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.14,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.239443,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.15,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.179491,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.16,RAW,Scomberomorus cavalla,1,0,0,1,1,NA,NA,NA,NA,SL,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.17,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,F,NA,NA,SL,NA,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,44.100433,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.18,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,F,NA,NA,SL,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1.632732,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.19,RAW,Scomberomorus cavalla,1,0,0,1,1,NA,NA,NA,NA,SL,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.20,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.204228,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.21,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,F,NA,NA,SL,NA,NA,836,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,11.082585,4,3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.22,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.052936,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.23,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.150264,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.24,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.809514,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.25,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.316502,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.26,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.807697,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.27,RAW,Scomberomorus cavalla,1,0,0,1,1,NA,NA,NA,NA,SL,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.28,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.070668,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.29,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.500000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.30,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.200000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.31,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.000470,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.32,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.204000,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.33,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.038485,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.34,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.587863,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.35,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.104228,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.36,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.151879,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.37,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.301057,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.38,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.200470,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.39,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.033447,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.40,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.407965,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.41,RAW,Scomberomorus cavalla,1,0,0,1,1,NA,NA,NA,NA,SL,NA,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.42,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.003927,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.43,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.807697,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.44,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.505755,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.45,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.601057,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.46,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.302513,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.47,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1.712723,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.48,RAW,Scomberomorus cavalla,1,0,0,1,1,NA,NA,NA,NA,SL,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.49,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.802513,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.50,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2.210053,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.51,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1.615708,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.52,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1.222620,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.53,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.410053,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.54,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,F,NA,NA,SL,NA,NA,542,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,36.000000,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.55,RAW,Scomberomorus cavalla,1,0,0,1,1,NA,M,NA,NA,SL,NA,NA,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.56,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,M,NA,NA,SL,NA,NA,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.629061,7,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.57,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,M,NA,NA,SL,NA,NA,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.000629,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.58,RAW,Scomberomorus cavalla,1,0,0,1,1,NA,M,NA,NA,SL,NA,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.59,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.400000,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.60,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,F,NA,NA,SL,NA,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.000352,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.61,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,M,NA,NA,SL,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.005655,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.62,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,F,NA,NA,SL,NA,NA,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1.015476,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.63,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,F,NA,NA,SL,NA,NA,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,59.400000,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.64,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,F,NA,NA,SL,NA,NA,670,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,84.500000,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.65,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,170.800000,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.66,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,M,NA,NA,SL,NA,NA,402,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.113097,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.67,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,M,NA,NA,SL,NA,NA,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,48.201062,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.68,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.007697,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Scav.69,RAW,Scomberomorus cavalla,1,1,1,0,0,NA,F,NA,NA,SL,NA,NA,838,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,8.309251,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
